Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-01-2021,100,Cardiology,Adult,16-64, 0-3 Months,46
31-01-2021,100,Cardiology,Adult,16-64, 3-6 Months,22
31-01-2021,100,Cardiology,Adult,16-64,12-15 Months,51
31-01-2021,100,Cardiology,Adult,65+, 6-9 Months,4
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,15
31-01-2021,400,Endocrinology,Adult,16-64, 9-12 Months,22
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,48
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 6-9 Months,21
31-01-2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,11
31-01-2021,402,Diabetes Mellitus,Adult,16-64,18 Months +,5
31-01-2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,18
31-01-2021,1100,Haematology,Adult,16-64,18 Months +,28
31-01-2021,1100,Haematology,Adult,65+, 3-6 Months,4
31-01-2021,1100,Haematology,Adult,65+, 6-9 Months,4
31-01-2021,1100,Haematology,Adult,65+,12-15 Months,10
31-01-2021,1100,Haematology,Adult,65+,15-18 Months,9
31-01-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,206
31-01-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,125
31-01-2021,1503,Gynaecology,Adult,16-64,12-15 Months,176
31-01-2021,1503,Gynaecology,Adult,16-64,15-18 Months,165
31-01-2021,1503,Gynaecology,Adult,65+, 9-12 Months,4
31-01-2021,1503,Gynaecology,Child,0-15,12-15 Months,3
31-01-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,30
31-01-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,9
31-01-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,24
31-01-2021,1700,Ophthalmology,Adult,16-64,15-18 Months,30
31-01-2021,1912,Paediatric Respiratory Medicine,Adult,16-64,12-15 Months,1
31-01-2021,8800,Immunology,Child,0-15,12-15 Months,35
31-01-2021,8800,Immunology,Child,16-64, 0-3 Months,1
31-01-2021,8800,Immunology,Child,16-64,15-18 Months,1
31-01-2021,100,Cardiology,Adult,16-64, 0-3 Months,134
31-01-2021,100,Cardiology,Adult,65+, 3-6 Months,52
31-01-2021,100,Cardiology,Adult,65+, 6-9 Months,47
31-01-2021,100,Cardiology,Adult,65+,12-15 Months,40
31-01-2021,100,Cardiology,Adult,65+,15-18 Months,46
31-01-2021,100,Cardiology,Child,0-15, 0-3 Months,1
31-01-2021,300,Dermatology,Adult,16-64, 9-12 Months,122
31-01-2021,300,Dermatology,Adult,65+,18 Months +,74
31-01-2021,1100,Haematology,Adult,16-64,18 Months +,16
31-01-2021,1100,Haematology,Adult,65+, 0-3 Months,30
31-01-2021,1100,Haematology,Adult,65+, 3-6 Months,18
31-01-2021,1100,Haematology,Adult,65+,12-15 Months,5
31-01-2021,1300,Neurology,Adult,16-64,18 Months +,62
31-01-2021,1300,Neurology,Adult,65+, 0-3 Months,6
31-01-2021,1300,Neurology,Adult,65+, 3-6 Months,3
31-01-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,246
31-01-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,187
31-01-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,183
31-01-2021,1800,Orthopaedics,Adult,16-64,18 Months +,517
31-01-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,87
31-01-2021,1800,Orthopaedics,Adult,65+,12-15 Months,99
31-01-2021,2500,Rheumatology,Adult,16-64,18 Months +,179
31-01-2021,2500,Rheumatology,Adult,65+, 0-3 Months,20
31-01-2021,2500,Rheumatology,Adult,65+, 6-9 Months,16
31-01-2021,2500,Rheumatology,Adult,65+,15-18 Months,15
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,22
31-01-2021,2600,General Surgery,Adult,16-64,15-18 Months,1
31-01-2021,2600,General Surgery,Adult,65+, 9-12 Months,1
31-01-2021,5000,General Medicine,Adult,65+, 0-3 Months,174
31-01-2021,5000,General Medicine,Adult,65+,18 Months +,61
31-01-2021,7800,Urology,Adult,65+, 3-6 Months,1
31-01-2021,100,Cardiology,Adult,16-64, 9-12 Months,49
31-01-2021,100,Cardiology,Adult,65+,18 Months +,70
31-01-2021,400,Endocrinology,Adult,16-64, 6-9 Months,17
31-01-2021,400,Endocrinology,Adult,16-64,18 Months +,3
31-01-2021,400,Endocrinology,Adult,65+, 3-6 Months,9
31-01-2021,400,Endocrinology,Adult,65+,12-15 Months,5
31-01-2021,400,Endocrinology,Adult,65+,15-18 Months,1
31-01-2021,400,Endocrinology,Child,0-15, 0-3 Months,1
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,26
31-01-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,2
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,6
31-01-2021,1100,Haematology,Adult,16-64, 9-12 Months,16
31-01-2021,1100,Haematology,Adult,16-64,15-18 Months,17
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,22
31-01-2021,1503,Gynaecology,Adult,65+,15-18 Months,14
31-01-2021,1503,Gynaecology,Child,0-15,18 Months +,1
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,18
31-01-2021,1700,Ophthalmology,Adult,16-64,18 Months +,100
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,182
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,123
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,202
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15,18 Months +,813
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 0-3 Months,6
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 3-6 Months,6
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 6-9 Months,2
31-01-2021,1912,Paediatric Respiratory Medicine,Child,16-64,12-15 Months,7
31-01-2021,1915,Paediatric Dermatology,Child,0-15,15-18 Months,334
31-01-2021,1916,Developmental Paediatrics,Child,0-15,15-18 Months,95
31-01-2021,1916,Developmental Paediatrics,Child,0-15,18 Months +,463
31-01-2021,1916,Developmental Paediatrics,Child,16-64, 3-6 Months,1
31-01-2021,1916,Developmental Paediatrics,Child,16-64, 9-12 Months,1
31-01-2021,1916,Developmental Paediatrics,Child,16-64,12-15 Months,1
31-01-2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,189
31-01-2021,2000,Plastic Surgery,Child,0-15, 6-9 Months,147
31-01-2021,2000,Plastic Surgery,Child,0-15,12-15 Months,200
31-01-2021,2000,Plastic Surgery,Child,16-64, 6-9 Months,5
31-01-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 3-6 Months,1
31-01-2021,2102,Child/Adolescent Psychiatry,Child,0-15, 6-9 Months,3
31-01-2021,2102,Child/Adolescent Psychiatry,Child,0-15,12-15 Months,4
31-01-2021,6200,Clinical Neurophysiology,Child,16-64, 9-12 Months,1
31-01-2021,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,129
31-01-2021,6700,Clinical (Medical) Genetics,Child,65+, 0-3 Months,3
31-01-2021,6700,Clinical (Medical) Genetics,Child,65+, 9-12 Months,3
31-01-2021,6700,Clinical (Medical) Genetics,Child,65+,18 Months +,5
31-01-2021,7000,Dental Surgery,Child,0-15, 3-6 Months,41
31-01-2021,7000,Dental Surgery,Child,0-15,12-15 Months,62
31-01-2021,7000,Dental Surgery,Child,16-64,15-18 Months,2
31-01-2021,7200,Paediatric Surgery,Child,0-15,18 Months +,441
31-01-2021,7200,Paediatric Surgery,Child,16-64, 0-3 Months,17
31-01-2021,7200,Paediatric Surgery,Child,16-64, 3-6 Months,19
31-01-2021,7200,Paediatric Surgery,Child,16-64, 9-12 Months,9
31-01-2021,7200,Paediatric Surgery,Child,16-64,12-15 Months,21
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,23
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15, 6-9 Months,17
31-01-2021,7600,Cardio-Thoracic Surgery,Child,0-15,12-15 Months,7
31-01-2021,7803,Paediatric Urology,Child,0-15,15-18 Months,80
31-01-2021,7803,Paediatric Urology,Child,16-64,18 Months +,15
31-01-2021,7900,Clinical Immunology,Child,0-15,15-18 Months,116
31-01-2021,8003,Pain Relief,Child,0-15, 0-3 Months,4
31-01-2021,8003,Pain Relief,Child,16-64, 0-3 Months,1
31-01-2021,8003,Pain Relief,Child,16-64, 3-6 Months,1
31-01-2021,8003,Pain Relief,Child,16-64, 6-9 Months,2
31-01-2021,8003,Pain Relief,Child,16-64, 9-12 Months,1
31-01-2021,8003,Pain Relief,Child,16-64,12-15 Months,1
31-01-2021,8004,Paediatric Anaesthetics,Child,16-64,15-18 Months,6
31-01-2021,8800,Immunology,Child,0-15,15-18 Months,52
31-01-2021,8800,Immunology,Child,0-15,18 Months +,278
31-01-2021,8800,Immunology,Child,16-64,12-15 Months,1
31-01-2021,8800,Immunology,Child,16-64,18 Months +,22
31-01-2021,5000,General Medicine,Adult,16-64,18 Months +,206
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,137
31-01-2021,5000,General Medicine,Adult,65+, 6-9 Months,75
31-01-2021,5000,General Medicine,Adult,65+,12-15 Months,81
31-01-2021,8000,Anaesthetics,Adult,16-64,15-18 Months,4
31-01-2021,8000,Anaesthetics,Adult,65+, 3-6 Months,4
31-01-2021,8000,Anaesthetics,Adult,65+, 6-9 Months,2
31-01-2021,8000,Anaesthetics,Adult,65+, 9-12 Months,5
31-01-2021,8000,Anaesthetics,Adult,65+,12-15 Months,2
31-01-2021,8000,Anaesthetics,Adult,65+,18 Months +,28
31-01-2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,1
31-01-2021,100,Cardiology,Adult,16-64, 6-9 Months,27
31-01-2021,400,Endocrinology,Adult,16-64,15-18 Months,6
31-01-2021,400,Endocrinology,Adult,65+, 0-3 Months,10
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,6
31-01-2021,400,Endocrinology,Adult,65+, 9-12 Months,5
31-01-2021,400,Endocrinology,Adult,65+,18 Months +,2
31-01-2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,17
31-01-2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,7
31-01-2021,402,Diabetes Mellitus,Adult,65+, 9-12 Months,4
31-01-2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,13
31-01-2021,1100,Haematology,Adult,16-64, 0-3 Months,21
31-01-2021,1100,Haematology,Adult,16-64, 3-6 Months,9
31-01-2021,1100,Haematology,Adult,16-64,12-15 Months,9
31-01-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,311
31-01-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,147
31-01-2021,1503,Gynaecology,Adult,16-64,18 Months +,432
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,14
31-01-2021,1503,Gynaecology,Adult,65+, 6-9 Months,12
31-01-2021,1503,Gynaecology,Adult,65+,12-15 Months,13
31-01-2021,1503,Gynaecology,Child,0-15,15-18 Months,3
31-01-2021,1700,Ophthalmology,Adult,65+,15-18 Months,39
31-01-2021,1700,Ophthalmology,Adult,65+,18 Months +,131
31-01-2021,1700,Ophthalmology,Child,0-15,12-15 Months,1
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,168
31-01-2021,1900,Paediatrics,Child,0-15, 3-6 Months,117
31-01-2021,1900,Paediatrics,Child,0-15, 6-9 Months,75
31-01-2021,1900,Paediatrics,Child,0-15, 9-12 Months,90
31-01-2021,1900,Paediatrics,Child,0-15,12-15 Months,75
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,8
31-01-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,10
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,107
31-01-2021,2600,General Surgery,Adult,65+,18 Months +,44
31-01-2021,2600,General Surgery,Child,0-15, 3-6 Months,29
31-01-2021,2600,General Surgery,Child,0-15, 6-9 Months,17
31-01-2021,2600,General Surgery,Child,0-15,12-15 Months,5
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,16
31-01-2021,5000,General Medicine,Adult,65+, 3-6 Months,1
31-01-2021,5000,General Medicine,Adult,65+, 6-9 Months,1
31-01-2021,100,Cardiology,Adult,16-64,15-18 Months,95
31-01-2021,100,Cardiology,Adult,16-64,18 Months +,391
31-01-2021,100,Cardiology,Adult,65+, 0-3 Months,74
31-01-2021,100,Cardiology,Adult,65+, 9-12 Months,28
31-01-2021,300,Dermatology,Adult,16-64,15-18 Months,112
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,253
31-01-2021,300,Dermatology,Adult,65+, 0-3 Months,84
31-01-2021,300,Dermatology,Adult,65+, 3-6 Months,79
31-01-2021,300,Dermatology,Adult,65+, 9-12 Months,27
31-01-2021,300,Dermatology,Child,0-15, 6-9 Months,1
31-01-2021,1100,Haematology,Adult,65+,15-18 Months,8
31-01-2021,1100,Haematology,Adult,65+,18 Months +,7
31-01-2021,1300,Neurology,Adult,65+,15-18 Months,3
31-01-2021,1300,Neurology,Adult,65+,18 Months +,12
31-01-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,256
31-01-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,243
31-01-2021,1800,Orthopaedics,Adult,65+,15-18 Months,74
31-01-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,70
31-01-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,52
31-01-2021,2500,Rheumatology,Adult,16-64, 6-9 Months,35
31-01-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,35
31-01-2021,2500,Rheumatology,Adult,16-64,12-15 Months,35
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,405
31-01-2021,2600,General Surgery,Adult,16-64, 3-6 Months,251
31-01-2021,2600,General Surgery,Adult,16-64,12-15 Months,9
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,6
31-01-2021,5000,General Medicine,Adult,65+,15-18 Months,62
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,3
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,15
31-01-2021,7800,Urology,Adult,16-64, 6-9 Months,1
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,1
31-01-2021,8000,Anaesthetics,Adult,16-64, 0-3 Months,18
31-01-2021,8000,Anaesthetics,Adult,16-64, 6-9 Months,8
31-01-2021,8000,Anaesthetics,Adult,16-64, 9-12 Months,10
31-01-2021,0,Small Volume Specialities,Child,0-15, 3-6 Months,2
31-01-2021,100,Cardiology,Adult,16-64,15-18 Months,32
31-01-2021,100,Cardiology,Adult,16-64,18 Months +,184
31-01-2021,100,Cardiology,Adult,65+, 0-3 Months,25
31-01-2021,100,Cardiology,Adult,65+, 3-6 Months,7
31-01-2021,100,Cardiology,Adult,65+, 9-12 Months,8
31-01-2021,100,Cardiology,Adult,65+,12-15 Months,9
31-01-2021,400,Endocrinology,Adult,16-64, 0-3 Months,47
31-01-2021,400,Endocrinology,Adult,16-64, 3-6 Months,38
31-01-2021,400,Endocrinology,Adult,16-64,12-15 Months,14
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 3-6 Months,39
31-01-2021,402,Diabetes Mellitus,Adult,16-64,12-15 Months,38
31-01-2021,402,Diabetes Mellitus,Adult,65+,15-18 Months,2
31-01-2021,1100,Haematology,Adult,65+, 0-3 Months,13
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,4
31-01-2021,1100,Haematology,Adult,65+,18 Months +,9
31-01-2021,1100,Haematology,Child,0-15,12-15 Months,1
31-01-2021,1503,Gynaecology,Adult,65+,18 Months +,26
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,37
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,1
31-01-2021,1900,Paediatrics,Adult,16-64, 0-3 Months,3
31-01-2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
31-01-2021,1900,Paediatrics,Adult,16-64,12-15 Months,2
31-01-2021,1900,Paediatrics,Adult,16-64,15-18 Months,1
31-01-2021,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,12
31-01-2021,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,13
31-01-2021,2600,General Surgery,Adult,16-64, 0-3 Months,392
31-01-2021,2600,General Surgery,Adult,16-64,18 Months +,238
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,114
31-01-2021,2600,General Surgery,Adult,65+, 6-9 Months,75
31-01-2021,2600,General Surgery,Adult,65+,12-15 Months,51
31-01-2021,2600,General Surgery,Adult,65+,15-18 Months,30
31-01-2021,2600,General Surgery,Child,0-15, 0-3 Months,22
31-01-2021,2600,General Surgery,Child,0-15,18 Months +,22
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,1
31-01-2021,7800,Urology,Adult,65+, 9-12 Months,19
31-01-2021,7800,Urology,Adult,65+,18 Months +,17
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,119
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,80
31-01-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,543
31-01-2021,1100,Haematology,Adult,16-64, 3-6 Months,61
31-01-2021,1100,Haematology,Adult,16-64, 6-9 Months,37
31-01-2021,1100,Haematology,Adult,16-64,12-15 Months,32
31-01-2021,1100,Haematology,Adult,65+, 9-12 Months,11
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,25
31-01-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,36
31-01-2021,1700,Ophthalmology,Adult,65+,18 Months +,23
31-01-2021,1700,Ophthalmology,Child,0-15,18 Months +,25
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,501
31-01-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,24
31-01-2021,1800,Orthopaedics,Child,0-15,18 Months +,76
31-01-2021,1900,Paediatrics,Child,0-15, 0-3 Months,20
31-01-2021,2500,Rheumatology,Adult,65+, 9-12 Months,12
31-01-2021,2600,General Surgery,Adult,16-64, 9-12 Months,35
31-01-2021,2600,General Surgery,Adult,65+, 0-3 Months,90
31-01-2021,2600,General Surgery,Adult,65+, 3-6 Months,62
31-01-2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,59
31-01-2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,62
31-01-2021,2604,Vascular Surgery,Adult,65+,18 Months +,265
31-01-2021,5000,General Medicine,Adult,16-64, 0-3 Months,172
31-01-2021,5000,General Medicine,Adult,16-64, 3-6 Months,149
31-01-2021,5000,General Medicine,Adult,16-64, 6-9 Months,101
31-01-2021,5000,General Medicine,Adult,16-64,12-15 Months,117
31-01-2021,5000,General Medicine,Adult,16-64,15-18 Months,90
31-01-2021,5000,General Medicine,Adult,65+, 9-12 Months,63
31-01-2021,100,Cardiology,Adult,16-64, 9-12 Months,2
31-01-2021,300,Dermatology,Adult,0-15, 0-3 Months,5
31-01-2021,300,Dermatology,Adult,16-64, 0-3 Months,781
31-01-2021,300,Dermatology,Adult,16-64, 3-6 Months,417
31-01-2021,300,Dermatology,Adult,16-64, 6-9 Months,277
31-01-2021,300,Dermatology,Adult,16-64,12-15 Months,188
31-01-2021,300,Dermatology,Adult,16-64,18 Months +,474
31-01-2021,400,Endocrinology,Adult,16-64, 0-3 Months,90
31-01-2021,400,Endocrinology,Adult,16-64,18 Months +,31
31-01-2021,400,Endocrinology,Adult,65+, 3-6 Months,29
31-01-2021,400,Endocrinology,Adult,65+, 6-9 Months,10
31-01-2021,400,Endocrinology,Adult,65+,12-15 Months,10
31-01-2021,400,Endocrinology,Adult,65+,15-18 Months,2
31-01-2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,28
31-01-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,10
31-01-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,140
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,92
31-01-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,57
31-01-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,7
31-01-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,139
31-01-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,45
31-01-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,3
31-01-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,5
31-01-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,12
31-01-2021,1100,Haematology,Adult,0-15, 3-6 Months,2
31-01-2021,1100,Haematology,Adult,0-15, 6-9 Months,2
31-01-2021,1300,Neurology,Adult,65+, 9-12 Months,3
31-01-2021,1503,Gynaecology,Adult,65+, 0-3 Months,14
31-01-2021,1503,Gynaecology,Adult,65+, 3-6 Months,1
31-01-2021,1600,Oncology,Adult,16-64, 0-3 Months,5
31-01-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,1
31-01-2021,1800,Orthopaedics,Adult,0-15, 9-12 Months,1
31-01-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,153
31-01-2021,1800,Orthopaedics,Adult,65+,18 Months +,99
31-01-2021,2000,Plastic Surgery,Adult,0-15, 0-3 Months,4
31-01-2021,2000,Plastic Surgery,Adult,0-15,18 Months +,1
31-01-2021,2000,Plastic Surgery,Adult,16-64, 3-6 Months,140
31-01-2021,2000,Plastic Surgery,Adult,16-64, 6-9 Months,144
31-01-2021,2000,Plastic Surgery,Adult,16-64,12-15 Months,145
31-01-2021,2000,Plastic Surgery,Adult,65+, 9-12 Months,20
31-01-2021,2003,Maxillo-Facial,Adult,0-15, 0-3 Months,33
31-01-2021,2003,Maxillo-Facial,Adult,0-15,18 Months +,31
31-01-2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,138
31-01-2021,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,75
31-01-2021,2003,Maxillo-Facial,Adult,16-64,12-15 Months,128
31-01-2021,2003,Maxillo-Facial,Adult,16-64,18 Months +,754
31-01-2021,2003,Maxillo-Facial,Adult,65+,15-18 Months,16
31-01-2021,2300,Nephrology,Adult,65+, 9-12 Months,9
31-01-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,30
31-01-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,80
31-01-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,37
31-01-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,2
31-01-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,46
31-01-2021,2600,General Surgery,Adult,0-15, 9-12 Months,1
31-01-2021,1503,Gynaecology,Child,0-15, 0-3 Months,10
31-01-2021,1503,Gynaecology,Child,0-15, 3-6 Months,5
31-01-2021,1503,Gynaecology,Child,0-15, 9-12 Months,1
31-01-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,25
31-01-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,27
31-01-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,7
31-01-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,18
31-01-2021,1700,Ophthalmology,Adult,65+,12-15 Months,40
31-01-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1
31-01-2021,1900,Paediatrics,Adult,16-64, 9-12 Months,3
31-01-2021,1900,Paediatrics,Child,0-15,15-18 Months,24
31-01-2021,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,3
31-01-2021,1916,Developmental Paediatrics,Child,0-15, 9-12 Months,1
31-01-2021,2100,Psychiatry,Adult,16-64, 3-6 Months,7
31-01-2021,2600,General Surgery,Adult,16-64, 3-6 Months,374
31-01-2021,2600,General Surgery,Adult,16-64, 6-9 Months,290
31-01-2021,2600,General Surgery,Adult,16-64, 9-12 Months,215
31-01-2021,2600,General Surgery,Adult,16-64,12-15 Months,190
31-01-2021,2600,General Surgery,Child,0-15,15-18 Months,7
31-01-2021,5000,General Medicine,Child,0-15, 0-3 Months,1
31-01-2021,7800,Urology,Adult,16-64, 0-3 Months,93
31-01-2021,7800,Urology,Adult,16-64, 3-6 Months,84
31-01-2021,7800,Urology,Adult,16-64, 6-9 Months,42
31-01-2021,7800,Urology,Adult,16-64, 9-12 Months,43
31-01-2021,7800,Urology,Adult,16-64,12-15 Months,50
31-01-2021,7800,Urology,Child,0-15,15-18 Months,1
31-01-2021,7800,Urology,Child,0-15,18 Months +,1
31-01-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,95
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,173
31-01-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,143
